5,10,0.078122,0.008035,0.021041
5,20,0.065428,0.013459,0.029889
10,10,0.109082,0.011219,0.014867
10,20,0.081734,0.016813,0.022780
15,10,0.122704,0.012620,0.010845
15,20,0.092621,0.019052,0.018343
20,10,0.148607,0.015284,0.008821
20,20,0.111868,0.023011,0.015749
25,10,0.155728,0.016017,0.007472
25,20,0.127399,0.026206,0.013491
