5,10,0.049839,0.005095,0.026101
5,20,0.045096,0.009054,0.042239
10,10,0.065015,0.006687,0.019096
10,20,0.056616,0.011644,0.031134
15,10,0.082353,0.008470,0.014477
15,20,0.066254,0.013629,0.025686
20,10,0.097833,0.010062,0.011312
20,20,0.082714,0.017014,0.021508
25,10,0.107534,0.011060,0.009859
25,20,0.095769,0.019700,0.018136
