5,10,0.143167,0.014722,0.033806
5,20,0.117203,0.024073,0.055237
10,10,0.180908,0.018607,0.020756
10,20,0.156295,0.032150,0.033677
15,10,0.204334,0.021016,0.015489
15,20,0.178535,0.036725,0.025867
20,10,0.225181,0.023160,0.012791
20,20,0.187719,0.038614,0.020938
25,10,0.234365,0.024105,0.010845
25,20,0.198142,0.040758,0.017253
