5,10,0.062997,0.006475,0.030382
5,20,0.055334,0.011315,0.048491
10,10,0.100413,0.010328,0.021197
10,20,0.080289,0.016516,0.036868
15,10,0.127451,0.013108,0.016449
15,20,0.109030,0.022428,0.029266
20,10,0.146336,0.015051,0.013465
20,20,0.128019,0.026334,0.024518
25,10,0.160991,0.016558,0.011364
25,20,0.140506,0.028902,0.020445
