5,10,0.075645,0.007780,0.021431
5,20,0.069556,0.014308,0.035363
10,10,0.106192,0.010922,0.016060
10,20,0.089370,0.018384,0.026412
15,10,0.117337,0.012068,0.011597
15,20,0.103148,0.021218,0.022261
20,10,0.139628,0.014361,0.009963
20,20,0.114241,0.023500,0.018551
25,10,0.141796,0.014584,0.008743
25,20,0.131063,0.026960,0.016138
